,SMILES,LogS (Format),cLogS,SD,Reference,Overlapping
14156,CCOP(=S)(OCC)SCS(=O)C(C)(C)C,-2.442,-2.44121712916604,0.0010177589760515364,EPI Suite 2009,Overlap
14160,CCN(C)N=O,0.532,0.9535163638693795,5.773502691895622e-05,EPI Suite 2009,Overlap
14163,COC(=O)Nc1nc2ccccc2[nH]1,-3.834,-3.2883933475262994,2.2297704082166963,EPI Suite 2009,Overlap
14167,CCOP(=S)(Oc1ccc(cc1)C#N)c1ccccc1,-5.704,-5.314450549193456,0.001955121479601588,EPI Suite 2009,Overlap
14171,CCCSP(=O)(OCC)SCCC,-2.509,-2.012769096254633,0.0004725815626252088,EPI Suite 2009,Overlap
14175,CC1(C)Cc2cccc(c2O1)[N+]([O-])=O,-3.207,-3.3496827845952337,0.00011547005383791244,EPI Suite 2009,Overlap
14178,CCOP(=S)(OCC)Oc1cnc2ccccc2n1,-4.132,-3.92073136399101,0.0011547005383791243,EPI Suite 2009,Overlap
14181,ClCC(CCl)OP(=O)(OC(CCl)CCl)OC(CCl)CCl,-4.789,-4.056543250356,0.00017320508075699685,EPI Suite 2009,Overlap
14184,C1COc2ccccc2OCCOCCOc2ccccc2OCCO1,-4.693,-1.1066963505866525,0.0016007810593579724,EPI Suite 2009,Overlap
14188,CCOP(=S)(OCC)Oc1ccc(cc1)S(C)(=O)=O,-2.638,-3.153223491506707,0.5437773648286586,EPI Suite 2009,Overlap
14192,Cc1ccccc1Oc1cccnn1,-1.969,-2.136331079358889,0.0,EPI Suite 2009,Overlap
14194,CCC(C)c1ccc(cc1)C(C)C([O-])=O,-3.992,-2.857674189276246,-1.0,EPI Suite 2009,New
14195,[O-]C(=O)CC(Cl)C([O-])=O,0.077,0.3226575113880288,0.4212524980320168,EPI Suite 2009,New
14203,Clc1cccc(c1Cl)-c1ccccc1,-5.35,-5.245417995291966,9.999999999976694e-05,EPI Suite 2009,Overlap
14207,CNC(=O)ON=C(C)SC,-0.447,-0.5230039166260614,0.38156671325820163,EPI Suite 2009,New
14211,CCOP(=O)(Sc1ccccc1)Sc1ccccc1,-3.331,-3.795157814064,0.2385900860611496,EPI Suite 2009,Overlap
14215,[O-][N+](=O)c1ccc(Cl)c(Cl)c1Cl,-3.94,-3.790323553681824,0.0,EPI Suite 2009,Overlap
14219,COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C2C(C)C(O)CC12,-0.591,-1.2815222305525678,0.0,EPI Suite 2009,Overlap
14221,CNC(=O)N(C)c1nc2ccccc2s1,-3.574,-2.8889274595313306,0.0023094010767585054,EPI Suite 2009,Overlap
14224,[O-][N+](=O)c1c(Cl)cc(Cl)cc1Cl,-4.559,-3.891008258579703,5.773502691882802e-05,EPI Suite 2009,Overlap
14227,Clc1c(Cl)c(Cl)c2ccccc2c1Cl,-7.795,-7.616700183769412,0.0024406283343980165,EPI Suite 2009,Overlap
14231,CCCCCCCCCCCCOC(=O)c1ccc(N)cc1,-7.8,-6.055790841016885,0.0,EPI Suite 2009,Overlap
14233,ClC(Cl)(Cl)CC(=C)c1ccccc1,-4.282,-4.247010374738227,0.0010376254944180184,EPI Suite 2009,Overlap
14237,CCOC(=O)C(C)N(C(=O)c1ccccc1)c1ccc(Cl)c(Cl)c1,-4.263,-4.773893841959785,0.0014568802284333803,EPI Suite 2009,Overlap
14241,CCOP(=O)(NC(C)C)Oc1ccc(SC)c(C)c1,-2.965,-3.181290950171153,0.06746673254278723,EPI Suite 2009,Overlap
14245,CNC(=O)Oc1cccc2OC(C)(C)Oc12,-3.747,-2.2260199839352657,0.47054471980177737,EPI Suite 2009,Overlap
14248,CCNc1nc(NC(C)C(C)C)nc(SC)n1,-3.708,-3.652631612275018,0.0,EPI Suite 2009,Overlap
14250,CCOP(=S)(OCC)Oc1cc(C)nc(n1)N(CC)CC,-4.924,-4.243382463539925,0.0023094010767587617,EPI Suite 2009,Overlap
14253,COP(=O)(OC)OC1=C(Cl)C2C=CCC12,-2.001,-1.719329965158614,5.7735026919084416e-05,EPI Suite 2009,Overlap
14256,Oc1ncc(C([O-])=O)c(O)n1,-1.938,-1.8557414188174737,7.071067811864696e-05,EPI Suite 2009,Overlap
14258,CCOP(=S)(OCC)Oc1ncn(n1)-c1ccccc1,-4.102,-3.760651431416523,0.11402777439437009,EPI Suite 2009,Overlap
14261,CCOP(=S)(COC)SCCl,-3.592,-1.4159882855417778,-1.0,EPI Suite 2009,New
14262,CNC(=O)N(C)c1nnc(s1)C(F)(F)F,-2.058,-1.382648606154664,0.04503332099679072,EPI Suite 2009,Overlap
14265,Clc1cccc(c1)-c1ccccc1Cl,-5.585,-5.322247535010471,0.16251667350357218,EPI Suite 2009,Overlap
14269,CC(C)OP(=O)(OC(C)C)SCc1ccccc1,-2.858,-3.3234437794326426,0.001017758976051398,EPI Suite 2009,Overlap
14273,CCNc1nc(NC(C)CC)nc(OC)n1,-2.575,-2.7009212210068574,0.008660254037844458,EPI Suite 2009,Overlap
14276,CCCN(CC1CC1)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,-6.541,-6.494018327696992,0.00047169905660298614,EPI Suite 2009,Overlap
14280,CC(Cl)=CCl,-1.614,-1.8472962187155195,0.00010954451150114277,EPI Suite 2009,Overlap
14285,Clc1c2COC(=O)c2c(Cl)c(Cl)c1Cl,-5.037,-5.837913335901828,0.0017969882210707477,EPI Suite 2009,Overlap
14289,CCOC(C)C(=O)C(O)O,-0.171,0.3123536939013389,-1.0,EPI Suite 2009,Overlap
14290,CC(C)c1cccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)c1,-5.224,-6.047045651136678,-1.0,EPI Suite 2009,New
14291,CCCN(CCC)c1c(cc(c(N)c1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,-7.43,-5.217886821606738,0.1800834875828429,EPI Suite 2009,Overlap
14295,CCN(CC)c1nc(C)cc(OP(=S)(OC)OC)n1,-4.133,-3.8454618947982144,0.22543957061705025,EPI Suite 2009,Overlap
14298,CC(C)CCCCCCCOP(=O)(Oc1ccccc1)Oc1ccccc1,-5.717,-5.888484219272085,0.0,EPI Suite 2009,New
14300,CCS(=O)(=O)c1nnc(s1)N(C)C(=O)NC,-1.945,-1.7906415069128545,0.0028867513459480674,EPI Suite 2009,Overlap
14303,OCCOCCOC(=O)c1ccccc1Nc1cccc(c1)C(F)(F)F,-5.363,-3.98706181115416,0.00017320508075648405,EPI Suite 2009,Overlap
14306,CC(=O)OCOC(=O)c1ccccc1OC(C)=O,-2.016,-2.26125222366416,0.0,EPI Suite 2009,New
14309,CC(=O)Oc1ccccc1C(=O)OCN1C(=O)CCC1=O,-2.765,-2.759298821310104,0.0028867513459480674,EPI Suite 2009,Overlap
14312,Clc1ccc(cc1)-c1cc(Cl)c(Cl)cc1Cl,-7.77,-7.250119545787631,4.999999999988347e-05,EPI Suite 2009,Overlap
14316,Clc1cc(cc(Cl)c1Cl)-c1cc(Cl)c(Cl)c(Cl)c1,-8.85,-8.623108035619799,9.999999999976694e-05,EPI Suite 2009,Overlap
14320,Clc1ccc(cc1)-c1ccc(Cl)c(Cl)c1Cl,-6.875,-7.090386463511041,0.0024406283343980165,EPI Suite 2009,Overlap
14324,CCc1ccccc1NC(C)=O,-1.591,-1.612093101473637,0.0002309401076758249,EPI Suite 2009,Overlap
14327,CCCN(CCCl)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,-4.551,-5.365008515001112,0.5234687128504752,EPI Suite 2009,New
14331,Clc1cc(Cl)c2Oc3c(Cl)cc(Cl)cc3Oc2c1,-9.003,-8.180566083031287,-1.0,EPI Suite 2009,New
14332,CCC(C)Nc1c(cc(cc1[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O,-5.47,-5.5810682167324135,0.0001500000000000945,EPI Suite 2009,Overlap
14336,CNC(=O)N(C)c1nnc(s1)C(C)(C)C,-1.997,-2.0699482748409466,0.01823796406766215,EPI Suite 2009,Overlap
14340,COc1ccc(cc1)C(C(C)[N+]([O-])=O)c1ccc(OC)cc1,-4.545,-4.631198062806459,0.0,EPI Suite 2009,Overlap
14342,CC(C)c1cc(OP(=O)(Oc2ccccc2)Oc2ccccc2)cc(c1)-c1ccccc1,-6.849,-6.997209610901344,-1.0,EPI Suite 2009,Overlap
14343,Clc1cc(Br)c(OC(=O)C=C)c2ncccc12,-4.717,-4.354311894946643,0.00011547005383765604,EPI Suite 2009,Overlap
14346,CCOP(=S)(NC(C)CC)Oc1cc(C)ccc1[N+]([O-])=O,-4.814,-4.434892612391664,0.03887276681688602,EPI Suite 2009,Overlap
14351,Brc1cc(Br)c(cc1Br)-c1cc(Br)c(Br)cc1Br,-7.756,-8.867035042505687,-1.0,EPI Suite 2009,New
14352,CCOP(=O)(Oc1ccc(Cl)cc1Cl)Oc1ccc(Cl)cc1Cl,-5.774,-5.828221041325458,0.002000000000000224,EPI Suite 2009,Overlap
14356,COP(=S)(OC)SCCSC(C)C,-3.429,-3.265300043698569,0.000541602560309223,EPI Suite 2009,Overlap
14360,CCC(C)N(C(C)CC)C(=O)SCc1ccccc1,-5.048,-5.027462847380431,0.00019999999999997797,EPI Suite 2009,Overlap
14364,NC(=O)c1cc(Cl)cc(Cl)c1N,-2.081,-2.6171532667663824,0.00028284271247458785,EPI Suite 2009,Overlap
14366,CCCCCCCCCOC(=O)c1ccc(N)cc1,-6.001,-5.330936932013916,0.00035355339059370587,EPI Suite 2009,Overlap
14368,Clc1ccc(c(Cl)c1)-c1ccccc1Cl,-6.49,-6.162574009670756,9.999999999976694e-05,EPI Suite 2009,Overlap
14372,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cccn1,-4.726,-3.811568890242921,-1.0,EPI Suite 2009,New
14373,Clc1ccc(Cl)c(c1)-c1c(Cl)ccc(Cl)c1Cl,-7.19,-7.265312798139303,0.17824829031438166,EPI Suite 2009,Overlap
14378,Clc1ccc(c(Cl)c1)-c1cc(Cl)c(Cl)cc1Cl,-7.95,-7.648060177977634,0.0001500000000000945,EPI Suite 2009,Overlap
14382,Clc1ccc(cc1Cl)-c1c(Cl)ccc(Cl)c1Cl,-7.65,-7.409025354374304,5.000000000032756e-05,EPI Suite 2009,Overlap
14386,Clc1ccccc1-c1c(Cl)cccc1Cl,-5.9,-5.88206089255879,0.0001499999999996504,EPI Suite 2009,Overlap
14390,Clc1cccc(c1Cl)-c1ccccc1Cl,-5.944,-5.854721283578503,0.0019999999999997797,EPI Suite 2009,Overlap
14394,CCOC(=O)CN(C(=O)CCl)c1c(CC)cccc1CC,-3.473,-3.0250091932637053,0.001456880228433213,EPI Suite 2009,Overlap
14398,Clc1cccc2Oc3ccccc3Oc12,-5.72,-5.905984493335768,0.00017888543819996348,EPI Suite 2009,Overlap
14403,CCC(CC)Nc1c(cc(C)c(C)c1[N+]([O-])=O)[N+]([O-])=O,-5.972,-5.499475119673837,0.01898339186411786,EPI Suite 2009,Overlap
14407,CCOC(=O)C=C(C)C=CCC(C)CCCC(C)C,-5.693,-5.621606826272338,0.2540621026442155,EPI Suite 2009,Overlap
14412,CCCSP(=O)(OCC)Oc1ccc(Br)cc1Cl,-4.125,-4.099509399718575,0.0001500000000000945,EPI Suite 2009,Overlap
14416,COc1ccc(cc1C)C(=O)c1cccc(C)c1,-5.08,-4.676367068854972,0.0001500000000000945,EPI Suite 2009,Overlap
14420,CCOc1cc(Oc2ccc(cc2Cl)C(F)(F)F)ccc1[N+]([O-])=O,-6.558,-6.35075376352663,0.029349310042997522,EPI Suite 2009,Overlap
14425,CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCCS1,-3.782,-4.104806150068095,0.02392395939917417,EPI Suite 2009,Overlap
14429,COCCN(C(=O)CCl)c1c(C)cccc1C,-2.086,-1.8291350876460548,0.020259992390587567,EPI Suite 2009,Overlap
14433,CC(=O)Oc1ccccc1C(=O)OCC(N)=O,-1.791,-1.950891497824763,0.0005773502691895622,EPI Suite 2009,Overlap
14436,CCOC(=O)COC(=O)c1ccccc1OC(C)=O,-2.58,-2.2095623907888973,0.0,EPI Suite 2009,Overlap
14439,CC(=O)OC(C([O-])=O)c1ccccc1,-1.231,-1.4402779755396755,0.0005678908345800723,EPI Suite 2009,Overlap
14443,CCCOCCN(C(=O)CCl)c1c(CC)cccc1CC,-3.795,-3.457142441879841,0.0,EPI Suite 2009,Overlap
14447,CNC(NC#N)=NCCSCc1[nH]cnc1C,-1.345,-1.817853658028126,-1.0,EPI Suite 2009,Overlap
14448,CNC(=O)Oc1ccccc1OC(CCl)OC,-2.301,-2.0196800609560785,0.0004787135538783289,EPI Suite 2009,Overlap
14452,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,-7.243,-7.013113329196017,0.5906463425773496,EPI Suite 2009,New
14457,CC[NH2+]CNC(=O)c1ccccc1,-0.075,-0.3071214878283128,5.773502691896423e-05,EPI Suite 2009,Overlap
14460,Clc1ccc(c(Cl)c1Cl)-c1ccccc1Cl,-6.83,-6.742842465017072,4.999999999988347e-05,EPI Suite 2009,Overlap
14464,Clc1cccc(c1Cl)-c1c(Cl)ccc(Cl)c1Cl,-6.78,-7.126228027416196,0.00010000000000021103,EPI Suite 2009,Overlap
14468,Clc1cc(Cl)cc(c1)-c1cc(Cl)cc(Cl)c1Cl,-7.82,-7.76107400927283,-1.0,EPI Suite 2009,New
14469,Clc1cc(Cl)c(Cl)c(c1)-c1c(Cl)ccc(Cl)c1Cl,-7.822,-7.8904502697558785,0.0009712534856220707,EPI Suite 2009,Overlap
14473,CC(C)OC(=O)C(C)N(C(=O)c1ccccc1)c1ccc(F)c(Cl)c1,-4.306,-4.866647575683893,0.0996671529839625,EPI Suite 2009,Overlap
14481,COC(=O)C(C)N(C(=O)c1ccccc1)c1ccc(F)c(Cl)c1,-3.982,-4.205928815306465,0.16814302425068567,EPI Suite 2009,Overlap
14487,Clc1cc2c(Cl)cccc2c(Cl)c1Cl,-7.857,-7.344683799588921,0.0015779733838059966,EPI Suite 2009,Overlap
14491,Clc1cc(Cl)c2cc(Cl)cc(Cl)c2c1,-7.823,-7.557377789158527,0.001469693845669906,EPI Suite 2009,Overlap
14495,CC(C)(C)C(O)C(Oc1ccc(cc1)-c1ccccc1)n1cncn1,-4.829,-4.817339452768227,0.14655288465260605,EPI Suite 2009,Overlap
14500,CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n1cncn1,-3.392,-3.73189453220352,0.2845733648815364,EPI Suite 2009,Overlap
14505,[O-]C(=O)COc1nc(Cl)c(Cl)cc1Cl,-2.766,-2.6720632487375537,0.007069181942299388,EPI Suite 2009,Overlap
14509,Clc1ccc2cc(Cl)cc(Cl)c2c1,-6.556,-6.63144415357215,0.002953387885124558,EPI Suite 2009,Overlap
14513,Clc1cc2c(Cl)ccc(Cl)c2cc1Cl,-7.516,-7.252413924778798,0.0019551214796014703,EPI Suite 2009,Overlap
14517,CNC(=O)N1C=C(F)C(=O)[N-]C1=O,-2.48,-1.4400527427194476,0.09996671112592107,EPI Suite 2009,Overlap
14521,COP(=S)(OC)Oc1c(Cl)cc(C)cc1Cl,-5.877,-5.055034147962246,0.1962295900214845,EPI Suite 2009,Overlap
14526,CN(CCOC(=O)c1ccccc1)C(C)=O,-0.849,-1.181291289396234,0.00020000000000003346,EPI Suite 2009,Overlap
14530,COC(=O)C(C)N(C(=O)c1ccco1)c1c(C)cccc1C,-3.117,-3.005543199417932,0.00017320508075699683,EPI Suite 2009,Overlap
14533,COC1OC(CNC(=O)N(CCCl)N=O)C(O)C(O)C1O,0.087,-1.3310533875544022,0.8241000121344496,EPI Suite 2009,New
14537,CSC(C)=NOC(=O)N(C)SN(C)C(=O)ON=C(C)SC,-4.269,-3.4646676779091807,0.11701581089750232,EPI Suite 2009,Overlap
14542,CCC1COC(Cn2cncn2)(O1)c1ccc(Cl)cc1Cl,-3.613,-3.114794893671533,0.0017320508075689429,EPI Suite 2009,Overlap
14545,OC(c1ccc(F)cc1)(c1cncnc1)c1ccccc1Cl,-4.083,-3.286107866537029,0.0015000000000000568,EPI Suite 2009,Overlap
14549,CCCCNC(=O)N1C=C(F)C(=O)[N-]C1=O,-2.446,-2.045372199731789,0.001942506971244469,EPI Suite 2009,Overlap
14553,CCCCCCCCCc1ccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)cc1,-5.769,-7.260248838758342,0.0,EPI Suite 2009,New
14555,CCCCOC(=O)N(C)SN(C)C(=O)Oc1cccc2CC(C)(C)Oc12,-4.583,-5.09377062009859,0.02023111465045858,EPI Suite 2009,Overlap
14560,CC(=O)OCC(C(OC(C)=O)c1ccccc1)[N+]([O-])=O,-3.972,-2.817247973374308,0.0009999999999998899,EPI Suite 2009,Overlap
14564,Nc1nc(NC2CC2)nc(N)[nH+]1,-1.179,-1.8888107226256992,0.04073082370883261,EPI Suite 2009,Overlap
14567,CC(C)Oc1cccc(NC(=O)c2ccccc2C(F)(F)F)c1,-4.532,-5.282272076231555,0.08192834063985431,EPI Suite 2009,Overlap
14572,CCOC(=O)C(C)Oc1ccc(Oc2nc3ccc(Cl)cc3s2)cc1,-5.674,-5.89554380465387,0.0028284271247465066,EPI Suite 2009,Overlap
14574,CCOC(=O)C(C)Oc1ccc(Oc2nc3ccc(Cl)cc3o2)cc1,-5.569,-5.715271797843262,0.015303594349041048,EPI Suite 2009,Overlap
14579,Cc1cccc(C)c1N(Cn1cccn1)C(=O)CCl,-4.213,-2.075992732191601,0.8090995983190202,EPI Suite 2009,New
14583,CC(C[NH+]1CC(C)OC(C)C1)Cc1ccc(cc1)C(C)(C)C,-3.637,-3.156108471079409,0.9934119050021497,EPI Suite 2009,New
14588,CCCN(CCOc1c(Cl)cc(Cl)cc1Cl)C(=O)n1ccnc1,-4.044,-4.093201781385165,0.0023094010767582486,EPI Suite 2009,Overlap
14591,CCOC(=O)CNc1nc(Cl)nc(NC(C)C)n1,-2.562,-3.0631156593815416,0.0011547005383791243,EPI Suite 2009,Overlap
14594,COc1cc(N=Nc2c(Br)cc(cc2[N+]([O-])=O)[N+]([O-])=O)c(NC(C)=O)cc1N(CCC#N)CC=C,-8.9,-6.227326452883522,0.0,EPI Suite 2009,Overlap
14597,Clc1cccc(c1)N(C1CCOC1=O)C(=O)C1CC1,-2.688,-3.9293417439891902,0.001037625494418111,EPI Suite 2009,Overlap
14601,CCCCOC(=O)C(C)Oc1ccc(Oc2ccc(cn2)C(F)(F)F)cc1,-5.584,-5.330447713685661,0.16497409493614404,EPI Suite 2009,Overlap
14606,COC(=O)c1ccc(C)cc1C1NC(=O)C(C)(N1)C(C)C,-2.53,-2.6796869468264988,-1.0,EPI Suite 2009,New
14607,COC(=O)c1cc(C)ccc1C1NC(=O)C(C)(N1)C(C)C,-2.326,-2.5567956806760725,-1.0,EPI Suite 2009,New
14608,CCN1C(=O)C(=N[N-]c2ccc(Cl)cc2[N+]([O-])=O)C(C)=C(C#N)C1=O,-6.69,-6.549283508284445,-1.0,EPI Suite 2009,New
14609,COC(=O)C(C)N(C(=O)Cc1ccccc1)c1c(C)cccc1C,-3.944,-3.539220222377676,0.0020355179521029344,EPI Suite 2009,Overlap
14613,Nc1c(Cl)c(Oc2ccccc2)ccc1[N+]([O-])=O,-5.025,-4.7403826613160245,0.00253508711224423,EPI Suite 2009,Overlap
14617,COC(=O)c1ccccc1S(=O)(=O)[N-]C(=O)Nc1nc(C)cc(C)n1,-3.084,-3.2256961022652826,0.053199091470938896,EPI Suite 2009,Overlap
14621,COC(=O)c1ccccc1S(=O)(=O)[N-]C(=O)Nc1nc(C)nc(OC)n1,-1.604,-2.661841763534829,0.0,EPI Suite 2009,Overlap
14623,Clc1cc(Cl)cc(c1)-c1c(Cl)c(Cl)cc(Cl)c1Cl,-8.27,-8.168477443171737,0.00019999999999953388,EPI Suite 2009,Overlap
14627,CC(C)(C)C(O)C(Cc1ccc(Cl)cc1Cl)n1cncn1,-4.562,-4.111872881335573,0.0011547005383796371,EPI Suite 2009,Overlap
14630,CSCOC(=O)c1ccccc1OC(C)=O,-2.64,-2.7732123589062736,0.00019999999999997797,EPI Suite 2009,Overlap
14634,CC(=O)Oc1ccccc1C(=O)OCS(C)=O,-1.782,-2.0787546857226253,0.0011547005383792527,EPI Suite 2009,Overlap
14637,CC(=O)Oc1ccccc1C(=O)OCS(C)(=O)=O,-3.394,-2.2079538794034383,0.001942506971244469,EPI Suite 2009,Overlap
14641,CCOC(=O)C(C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,-6.094,-5.312353781425892,0.06821064433063226,EPI Suite 2009,Overlap
14646,CC(C)(C)C(O)C(Cc1ccc(Cl)cc1)n1cncn1,-3.924,-3.6140381952734257,0.06403282361414334,EPI Suite 2009,Overlap
14650,COC(=O)c1ccccc1CS(=O)(=O)[N-]C(=O)Nc1nc(OC)cc(OC)n1,-3.534,-3.4497746901775184,0.0023094010767585054,EPI Suite 2009,Overlap
14653,CC(C)C12CCC(C)(O1)C(C2)OCc1ccccc1C,-3.639,-3.433082244749412,5.0000000000105516e-05,EPI Suite 2009,Overlap
14657,CCONC(CC)=C1C(=O)CC(CC1=O)c1c(C)cc(C)cc1C,-4.74,-3.9651298511725215,-1.0,EPI Suite 2009,New
14658,CCCCC(Cn1cncn1)(C#N)c1ccc(Cl)cc1,-3.308,-4.013186001172577,0.0011547005383793808,EPI Suite 2009,Overlap
14661,CC(=O)n1ncc2c(O)ncnc12,-2.376,-1.831842622509105,-1.0,EPI Suite 2009,Overlap
14662,CCC(=O)n1ncc2c(O)ncnc12,-2.807,-2.215273396377329,-1.0,EPI Suite 2009,Overlap
14663,Oc1ncnc2n(ncc12)C(=O)c1ccccc1,-4.234,-3.648943854284034,-1.0,EPI Suite 2009,Overlap
14664,CCCC(=O)n1ncc2c(O)ncnc12,-3.273,-2.52477032892829,-1.0,EPI Suite 2009,Overlap
14665,CC(C)(C)C(=O)OCn1ncc2c(O)ncnc12,-2.682,-2.8618036013306387,-1.0,EPI Suite 2009,Overlap
14666,CCN(CC)C(=O)CCC(=O)OCn1ncc2c(O)ncnc12,-0.988,-1.9715136994112867,-1.0,EPI Suite 2009,Overlap
14667,CC(=O)OCn1ncc2c(O)ncnc12,-2.555,-1.8318507303409497,-1.0,EPI Suite 2009,Overlap
14668,Oc1ncnc2n(COC(=O)c3ccccc3)ncc12,-4.052,-3.3202207788535008,-1.0,EPI Suite 2009,Overlap
14669,Oc1ncnc2n(COC(=O)c3cccnc3)ncc12,-3.465,-2.212338979643506,-1.0,EPI Suite 2009,New
14670,NS(=O)(=O)c1ccc(SCCCO)s1,-1.426,-1.8704026462371683,0.0,EPI Suite 2009,New
14672,CC(=O)OCCCS(=O)(=O)c1ccc(s1)S(N)(=O)=O,-2.551,-2.092707714643818,0.0,EPI Suite 2009,New
14674,Cc1[nH]c(Br)nc1[N+]([O-])=O,-1.791,-2.1475368587830808,0.00028284271247474484,EPI Suite 2009,Overlap
14676,CCCOC1OC(CO[N+]([O-])=O)C(O[N+]([O-])=O)C(O[N+]([O-])=O)C1O[N+]([O-])=O,-5.017,-3.7055004475792894,0.01131370849898477,EPI Suite 2009,New
14678,NS(=O)(=O)c1ccc(SCCO)cc1,-1.824,-1.4067610232190082,5.773502691895622e-05,EPI Suite 2009,Overlap
14681,NS(=O)(=O)c1ccc(cc1)S(=O)(=O)CCO,-1.604,-1.5058200391215877,0.00011547005383791244,EPI Suite 2009,New
14684,NS(=O)(=O)c1ccc(SCCCO)cc1,-2.247,-1.455294916903946,0.00011547005383791244,EPI Suite 2009,Overlap
14687,CC(C)(O)CCSc1ccc(cc1)S(N)(=O)=O,-2.838,-1.6590043294226076,5.7735026919084416e-05,EPI Suite 2009,New
14690,NS(=O)(=O)c1ccc(SCCCCCO)cc1,-2.662,-1.663692717542018,0.00011547005383791244,EPI Suite 2009,Overlap
14693,NS(=O)(=O)c1ccc(cc1)S(=O)(=O)CCCO,-1.589,-1.3768222357385438,0.00011547005383791244,EPI Suite 2009,New
14696,CC(C)(O)CCS(=O)(=O)c1ccc(cc1)S(N)(=O)=O,-1.944,-1.4935372235604003,0.0002309401076758249,EPI Suite 2009,New
14699,NS(=O)(=O)c1ccc(SCCO)c(c1)[N+]([O-])=O,-2.746,-1.9433755377047368,0.0002309401076758249,EPI Suite 2009,New
14702,NS(=O)(=O)c1ccc(SCCCO)c(c1)[N+]([O-])=O,-3.466,-2.0154437875276683,5.7735026919084416e-05,EPI Suite 2009,New
14705,COC(=O)c1cc(ccc1SCCCO)S(N)(=O)=O,-2.414,-1.7301877262074383,0.024854979380397952,EPI Suite 2009,New
14708,COC(=O)c1cc(ccc1S(=O)(=O)CCCO)S(N)(=O)=O,-1.382,-1.4626836252902735,0.0,EPI Suite 2009,New
14710,NS(=O)(=O)c1ccc(SCCO)c(F)c1,-1.622,-1.5364349373253716,0.0,EPI Suite 2009,New
14713,NS(=O)(=O)c1ccc(SCCCO)c(F)c1,-2.47,-1.5929393793971525,0.0002886751345949093,EPI Suite 2009,New
14716,NS(=O)(=O)c1ccc(SCCCCO)c(F)c1,-2.446,-1.6695755679392932,5.773502691882802e-05,EPI Suite 2009,New
14719,NS(=O)(=O)c1ccc(c(F)c1)S(=O)(=O)CCO,-1.934,-1.6211957230594043,0.00017320508075686865,EPI Suite 2009,New
14722,NS(=O)(=O)c1ccc(c(F)c1)S(=O)(=O)CCCO,-1.654,-1.508303509241879,0.00017320508075686865,EPI Suite 2009,New
14725,NS(=O)(=O)c1ccc(c(F)c1)S(=O)(=O)CCCCO,-1.834,-1.493851505110041,0.2689298297573798,EPI Suite 2009,New
14728,CCCCOC1OC(CO[N+]([O-])=O)C(O[N+]([O-])=O)C(O[N+]([O-])=O)C1O[N+]([O-])=O,-5.295,-3.989843759423039,0.012020815280171555,EPI Suite 2009,New
14730,CN(C)C(=O)COC(=O)c1ccccc1O,-1.705,-1.3206863564634994,0.0028867513459480674,EPI Suite 2009,Overlap
14733,CN(CCO)C(=O)COC(=O)c1ccccc1O,-1.604,-1.1859089057631018,0.0,EPI Suite 2009,New
14735,[O-]C(=O)C1CCCN1C(=O)COC(=O)c1ccccc1,-1.592,-1.7298799034390977,0.0009604686356149101,EPI Suite 2009,Overlap
14739,CN(C)C(=O)CCOC(=O)c1ccccc1,-1.099,-1.2104734375184465,0.00019999999999997797,EPI Suite 2009,Overlap
14743,CCCCCCNC(=O)COC(=O)c1ccccc1,-3.902,-3.640001671574176,0.0,EPI Suite 2009,Overlap
14746,CCN(CC)C(=O)COC(=O)c1ccccc1OC(C)=O,-2.109,-1.853685052788255,0.0005773502691895622,EPI Suite 2009,Overlap
14749,CCCN(CCC)C(=O)COC(=O)c1ccccc1OC(C)=O,-2.65,-2.7846091318798787,0.0,EPI Suite 2009,Overlap
14752,CC(C)N(C(C)C)C(=O)COC(=O)c1ccccc1OC(C)=O,-3.252,-2.786094694522905,0.0011547005383791243,EPI Suite 2009,Overlap
14755,CCOC(=O)CN(C)C(=O)COC(=O)c1ccccc1OC(C)=O,-2.546,-1.6262981602864088,0.0023094010767585054,EPI Suite 2009,Overlap
14758,CC(=O)Oc1ccccc1C(=O)OCC(=O)N1CCOCC1,-1.804,-1.4931539567296404,0.0023094010767585054,EPI Suite 2009,Overlap
14761,CCOC1OC(CO[N+]([O-])=O)C(O[N+]([O-])=O)C(O[N+]([O-])=O)C1O[N+]([O-])=O,-4.465,-3.5503198441730537,0.009899494936611831,EPI Suite 2009,New
14763,CCNC(=O)COC(=O)c1ccccc1OC(C)=O,-1.682,-2.0498537007182813,0.0011547005383792527,EPI Suite 2009,Overlap
